epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3919452130794525,0.8680530786514282,1e-06,0.4057970941066742,0.8175368905067444
1,0.3879178464412689,0.8655281066894531,1e-06,0.4057970941066742,0.8171538710594177
2,0.38719290494918823,0.8669407367706299,1e-06,0.4057970941066742,0.8167722225189209
3,0.38960933685302734,0.868996262550354,1e-06,0.4057970941066742,0.8163890242576599
4,0.39275071024894714,0.8618125915527344,1e-06,0.4057970941066742,0.816007673740387
5,0.3922674059867859,0.8664223551750183,1e-06,0.4057970941066742,0.8156309127807617
6,0.3937978148460388,0.8633090853691101,1e-06,0.4057970941066742,0.8152509927749634
7,0.3909786641597748,0.8634264469146729,1e-06,0.4057970941066742,0.8148747086524963
8,0.39130085706710815,0.8632928133010864,1e-06,0.4057970941066742,0.8144994974136353
9,0.39234796166419983,0.8626747131347656,1e-06,0.4057970941066742,0.8141254782676697
10,0.395811527967453,0.8602182865142822,1e-06,0.4057970941066742,0.8137561678886414
11,0.38743454217910767,0.8627356886863708,1e-06,0.4057970941066742,0.8133789300918579
12,0.3937978148460388,0.8639610409736633,1e-06,0.4057970941066742,0.8130021691322327
13,0.39105919003486633,0.8626171946525574,1e-06,0.4057970941066742,0.8126334547996521
14,0.3875150978565216,0.8632206320762634,1e-06,0.4057970941066742,0.8122609853744507
0,0.48803865909576416,0.7036935687065125,1e-06,0.5101449489593506,0.6978194117546082
1,0.49118003249168396,0.7020089626312256,1e-06,0.5536231994628906,0.6954500675201416
2,0.5076117515563965,0.6985238790512085,1e-06,0.5623188614845276,0.6932781934738159
3,0.5118808150291443,0.6963680386543274,1e-06,0.5014492869377136,0.6911898255348206
4,0.5171969532966614,0.6953828930854797,1e-06,0.5362318754196167,0.6892054677009583
5,0.5244462490081787,0.693204402923584,1e-06,0.5768116116523743,0.6873672008514404
6,0.5328232049942017,0.6901116371154785,1e-06,0.6217391490936279,0.6856396794319153
7,0.5428110957145691,0.687676191329956,1e-06,0.6231883764266968,0.6840463876724243
8,0.549818754196167,0.6864152550697327,1e-06,0.6231883764266968,0.6824892163276672
9,0.5547322034835815,0.6862634420394897,1e-06,0.6231883764266968,0.681089460849762
10,0.5614981651306152,0.6841086745262146,1e-06,0.6231883764266968,0.6796970367431641
11,0.5751107335090637,0.6811609864234924,1e-06,0.6231883764266968,0.6784465312957764
12,0.574144184589386,0.6815569400787354,1e-06,0.6231883764266968,0.6772528886795044
13,0.5772855281829834,0.679668128490448,1e-06,0.6231883764266968,0.6761268377304077
14,0.5824406147003174,0.6793251633644104,1e-06,0.6231883764266968,0.6750835180282593
15,0.590736985206604,0.6769386529922485,1e-06,0.6231883764266968,0.6741041541099548
16,0.5913813710212708,0.6751724481582642,1e-06,0.6231883764266968,0.6731763482093811
17,0.5879983901977539,0.6759591102600098,1e-06,0.6231883764266968,0.6723195910453796
18,0.5954893231391907,0.6750199198722839,1e-06,0.6231883764266968,0.6714804172515869
19,0.6025775074958801,0.6723695993423462,1e-06,0.6231883764266968,0.6707196235656738
20,0.6032218933105469,0.6736003160476685,1e-06,0.6231883764266968,0.6700034141540527
21,0.6070882081985474,0.6721301674842834,1e-06,0.6231883764266968,0.6693510413169861
22,0.6090213656425476,0.6703153848648071,1e-06,0.6231883764266968,0.6687200665473938
23,0.6112766861915588,0.6686485409736633,1e-06,0.6231883764266968,0.6681264042854309
24,0.6119210720062256,0.6673005223274231,1e-06,0.6231883764266968,0.6675839424133301
25,0.608215868473053,0.6691051721572876,1e-06,0.6231883764266968,0.6670642495155334
26,0.6193314790725708,0.6680555939674377,1e-06,0.6231883764266968,0.6665724515914917
27,0.6125654578208923,0.6679726243019104,1e-06,0.6231883764266968,0.6661233305931091
28,0.6122432351112366,0.6680497527122498,1e-06,0.6231883764266968,0.6656967401504517
29,0.6167539358139038,0.665989339351654,1e-06,0.6231883764266968,0.6653011441230774
30,0.6146596670150757,0.6659761667251587,1e-06,0.6231883764266968,0.6649095416069031
31,0.6163511872291565,0.6652750372886658,1e-06,0.6231883764266968,0.664545476436615
32,0.6187676191329956,0.6639443635940552,5e-07,0.6231883764266968,0.6643763184547424
33,0.6163511872291565,0.6655408143997192,5e-07,0.6231883764266968,0.6642069816589355
34,0.6169955730438232,0.6641842722892761,5e-07,0.6231883764266968,0.664038896560669
35,0.6162706613540649,0.66559898853302,5e-07,0.6231883764266968,0.663874626159668
36,0.6190897822380066,0.6633982062339783,5e-07,0.6231883764266968,0.6637212634086609
0,0.6200563907623291,0.6509552001953125,0.001,0.626086950302124,0.6399886608123779
1,0.6434957981109619,0.6375494599342346,0.001,0.6449275612831116,0.6422743201255798
2,0.6509867310523987,0.6370344161987305,0.001,0.6449275612831116,0.6369593143463135
3,0.650503396987915,0.635986328125,0.001,0.6550724506378174,0.636623740196228
4,0.6554973721504211,0.6351032257080078,0.001,0.6521739363670349,0.6373279094696045
5,0.6519532799720764,0.6357200145721436,0.001,0.6536231637001038,0.6374449133872986
6,0.6539669632911682,0.6350967288017273,0.001,0.656521737575531,0.6378265619277954
7,0.6554168462753296,0.6362921595573425,0.001,0.6579710245132446,0.6365180611610413
8,0.6579138040542603,0.6346195340156555,0.001,0.6594203114509583,0.636621356010437
9,0.6560612320899963,0.6339359283447266,0.001,0.656521737575531,0.6380580067634583
10,0.6560612320899963,0.6344329714775085,0.001,0.6420289874076843,0.6387653946876526
11,0.6570277810096741,0.6342155337333679,0.001,0.643478274345398,0.6385125517845154
12,0.6580749154090881,0.6338174343109131,0.001,0.6507246494293213,0.6387722492218018
13,0.6561417579650879,0.6336581110954285,0.001,0.6405797004699707,0.6425546407699585
14,0.6591220498085022,0.6344231367111206,0.001,0.647826075553894,0.6393375396728516
15,0.6566250324249268,0.6350800395011902,0.001,0.6507246494293213,0.6376946568489075
16,0.6563028693199158,0.6336790323257446,0.001,0.6492753624916077,0.6383665800094604
17,0.6578332781791687,0.6335915327072144,0.001,0.656521737575531,0.6378225088119507
18,0.6592831015586853,0.6343762278556824,0.001,0.6492753624916077,0.6379449367523193
19,0.6587193012237549,0.6337258815765381,0.001,0.6507246494293213,0.6372514963150024
20,0.6583970785140991,0.6338061094284058,0.001,0.6579710245132446,0.6372998952865601
21,0.659766435623169,0.633317232131958,0.001,0.656521737575531,0.6381877660751343
22,0.6562222838401794,0.6344646215438843,0.001,0.656521737575531,0.6373566389083862
23,0.6572694182395935,0.633999764919281,0.001,0.6376811861991882,0.6384825110435486
24,0.6563028693199158,0.6337276101112366,0.001,0.6391304135322571,0.6408424973487854
25,0.6584776639938354,0.6343744397163391,0.001,0.6536231637001038,0.6376367211341858
26,0.6591220498085022,0.6339861154556274,0.001,0.6579710245132446,0.6380976438522339
27,0.6601691246032715,0.6332114934921265,0.0005,0.6550724506378174,0.6374045014381409
28,0.6592025756835938,0.6331357359886169,0.0005,0.6536231637001038,0.6372252702713013
29,0.6592831015586853,0.634186863899231,0.0005,0.6521739363670349,0.6373085975646973
30,0.6583165526390076,0.6333882808685303,0.0005,0.6579710245132446,0.63700932264328
31,0.6605718731880188,0.63358074426651,0.0005,0.656521737575531,0.6375454068183899
32,0.6604108214378357,0.6324866414070129,0.0005,0.6594203114509583,0.6371927857398987
33,0.6601691246032715,0.6330562829971313,0.0005,0.6536231637001038,0.6373857855796814
34,0.6600080728530884,0.6337470412254333,0.0005,0.6550724506378174,0.6374719738960266
35,0.6604913473129272,0.6332198977470398,0.0005,0.656521737575531,0.6383209824562073
36,0.6618606448173523,0.6332411766052246,0.0005,0.6376811861991882,0.6380853056907654
37,0.6603302359580994,0.633762776851654,0.0005,0.656521737575531,0.6373985409736633
38,0.6591220498085022,0.6337788701057434,0.0005,0.6507246494293213,0.6378642916679382
39,0.6588804125785828,0.6329513192176819,0.0005,0.6536231637001038,0.6381101012229919
40,0.6588804125785828,0.6335455775260925,0.0005,0.6405797004699707,0.6388080716133118
41,0.6581554412841797,0.633446991443634,0.0005,0.6550724506378174,0.6377323865890503
42,0.6589609384536743,0.6331843137741089,0.00025,0.6579710245132446,0.6372778415679932
43,0.661457896232605,0.6332460641860962,0.00025,0.6550724506378174,0.6373704671859741
44,0.6592025756835938,0.6333124041557312,0.00025,0.6550724506378174,0.6374570727348328
45,0.6589609384536743,0.6337946057319641,0.00025,0.6550724506378174,0.6371769309043884
46,0.6602497100830078,0.6327022314071655,0.00025,0.6521739363670349,0.637382447719574
0,0.6272251605987549,0.6483354568481445,0.001,0.6405797004699707,0.6313862204551697
1,0.6463149189949036,0.6392568945884705,0.001,0.6536231637001038,0.6304168105125427
2,0.6507450938224792,0.6377113461494446,0.001,0.6420289874076843,0.6342037320137024
3,0.6511477828025818,0.6363579630851746,0.001,0.665217399597168,0.6291624903678894
4,0.6543697118759155,0.6367226243019104,0.001,0.6550724506378174,0.6307824850082397
5,0.6509867310523987,0.6353403329849243,0.001,0.6521739363670349,0.6309129595756531
