epoch,accuracy,loss,val_accuracy,val_loss
0,0.5875514149665833,0.6712701916694641,0.5445270538330078,0.6709104180335999
1,0.5363772511482239,0.6732323169708252,0.5265433192253113,0.6674564480781555
2,0.5422767996788025,0.6656796932220459,0.5485042333602905,0.6674652099609375
3,0.5597447752952576,0.690349280834198,0.591042697429657,0.6798604130744934
4,0.5816903114318848,0.6764934062957764,0.5265433192253113,0.7048738598823547
5,0.5302087068557739,0.7006600499153137,0.5498875975608826,0.6870213747024536
6,0.5435643196105957,0.6946989893913269,0.5265433192253113,0.7011755704879761
7,0.5414888858795166,0.6996034383773804,0.5344976782798767,0.701741099357605
8,0.5400668978691101,0.7006090879440308,0.5464292168617249,0.6991739869117737
9,0.5771167278289795,0.6872774958610535,0.6166349649429321,0.665733277797699
10,0.6077865958213806,0.6654040813446045,0.5265433192253113,0.7151251435279846
11,0.5257696509361267,0.7047250270843506,0.5265433192253113,0.7028324604034424
12,0.530247151851654,0.7016474008560181,0.6116202473640442,0.6893717050552368
13,0.5428724884986877,0.6829414963722229,0.5351893305778503,0.6533885598182678
14,0.5284791588783264,0.6893517374992371,0.5265433192253113,0.7018921971321106
15,0.5260194540023804,0.7018095254898071,0.5265433192253113,0.7006439566612244
16,0.5258080363273621,0.7010294198989868,0.5265433192253113,0.6995640993118286
17,0.5277297496795654,0.6990259885787964,0.5332872271537781,0.6946598887443542
18,0.5295745134353638,0.6942251324653625,0.5343247652053833,0.6770620942115784
19,0.643952488899231,0.6161085963249207,0.7119142413139343,0.5576916933059692
20,0.7003728151321411,0.5753376483917236,0.7184852361679077,0.5769796967506409
21,0.703024685382843,0.5812649726867676,0.7660384178161621,0.5185701251029968
22,0.7492985725402832,0.5293110013008118,0.7518588900566101,0.527627170085907
23,0.7611744999885559,0.5001298189163208,0.783676266670227,0.4596838653087616
24,0.7738959789276123,0.4782315492630005,0.796472430229187,0.45114514231681824
25,0.7777393460273743,0.465636670589447,0.8006225228309631,0.4284561276435852
26,0.786137044429779,0.44984832406044006,0.8049455285072327,0.41378483176231384
27,0.7318497896194458,0.521214485168457,0.7089745998382568,0.545333743095398
28,0.7429763078689575,0.5017436742782593,0.7926681637763977,0.4332152009010315
29,0.7980322241783142,0.42377158999443054,0.8212000727653503,0.38969188928604126
30,0.8066797256469727,0.410645067691803,0.8270793557167053,0.3854048252105713
31,0.8126561641693115,0.4015936553478241,0.8320940732955933,0.37115463614463806
32,0.8167300820350647,0.3942274749279022,0.8350337147712708,0.36769694089889526
33,0.8221492171287537,0.3865733742713928,0.8388379812240601,0.35990744829177856
34,0.8263192176818848,0.3798119127750397,0.8372817039489746,0.35688579082489014
35,0.8288366198539734,0.3738612234592438,0.8422963619232178,0.3511616885662079
36,0.8305084705352783,0.3707845211029053,0.8409129977226257,0.35294467210769653
37,0.8355817198753357,0.3644847869873047,0.8412588834762573,0.34111154079437256
38,0.8347169160842896,0.3609446585178375,0.8445443511009216,0.34037309885025024
39,0.8380606770515442,0.35754621028900146,0.8481757044792175,0.33490681648254395
40,0.8371574878692627,0.3559993505477905,0.8445443511009216,0.3426397442817688
41,0.8395787477493286,0.3523736596107483,0.8481757044792175,0.33061760663986206
42,0.842615008354187,0.3499029278755188,0.8507695198059082,0.33273446559906006
43,0.8436719179153442,0.34721043705940247,0.8495590686798096,0.3301350474357605
44,0.8466120958328247,0.344197154045105,0.8471381664276123,0.3288213610649109
45,0.8470348715782166,0.34183233976364136,0.8514611721038818,0.3254161775112152
46,0.8487259149551392,0.3391585052013397,0.8533633351325989,0.32195883989334106
47,0.8484569191932678,0.339312881231308,0.8521528840065002,0.3242066204547882
48,0.8484376668930054,0.3385026454925537,0.8436797261238098,0.3352903425693512
49,0.8489373326301575,0.3360432982444763,0.855611264705658,0.3185795843601227
50,0.8501095175743103,0.3340274393558502,0.8512882590293884,0.32372450828552246
51,0.8505515456199646,0.3338472247123718,0.8578592538833618,0.3188308775424957
52,0.8513009548187256,0.3322709798812866,0.8535362482070923,0.3204742968082428
53,0.8517813682556152,0.3325292468070984,0.8557841777801514,0.31815874576568604
54,0.8504554629325867,0.3332686126232147,0.855611264705658,0.31735146045684814
55,0.8506476283073425,0.3308361768722534,0.8582050800323486,0.3157631456851959
56,0.8542603254318237,0.3287982642650604,0.8576863408088684,0.31662777066230774
57,0.8530112504959106,0.327891081571579,0.8599342703819275,0.3119192123413086
58,0.8537799119949341,0.3256336450576782,0.8595884442329407,0.3115900754928589
59,0.8548368215560913,0.32571202516555786,0.8606259822845459,0.3110658824443817
