epoch,accuracy,loss,val_accuracy,val_loss
0,0.6257926821708679,0.6443164348602295,0.5433166027069092,0.7058831453323364
1,0.6367462277412415,0.6406695246696472,0.5744423270225525,0.9661375284194946
2,0.6434528827667236,0.6195634007453918,0.7100120782852173,0.5881213545799255
3,0.6543487310409546,0.6244500875473022,0.5229119658470154,0.6982722282409668
4,0.5378377437591553,0.6971529722213745,0.5362268686294556,0.6867695450782776
5,0.601003110408783,0.6686720848083496,0.6560608744621277,0.636801540851593
6,0.5661055445671082,0.6888787150382996,0.5172055959701538,0.7012791633605957
7,0.51973557472229,0.6991040706634521,0.5557668805122375,0.6787548065185547
8,0.5623582601547241,0.6787053942680359,0.5732318758964539,0.6614031195640564
9,0.6041930913925171,0.6460581421852112,0.6102368831634521,0.657123327255249
10,0.5698720216751099,0.6677725911140442,0.632024884223938,0.6367772221565247
11,0.5809600949287415,0.664733350276947,0.5516167879104614,0.700480580329895
12,0.575617790222168,0.68196040391922,0.6313332319259644,0.6532487273216248
13,0.6030208468437195,0.667472243309021,0.6572713255882263,0.6614527106285095
14,0.6669549345970154,0.6121528744697571,0.6717966198921204,0.6017521023750305
15,0.6890925765037537,0.5836727619171143,0.7070724368095398,0.5634087324142456
16,0.7233752012252808,0.5452247858047485,0.7515130639076233,0.5081891417503357
17,0.7657673358917236,0.4925375282764435,0.7855784296989441,0.4539790153503418
18,0.7908451557159424,0.45039841532707214,0.8025246262550354,0.42532774806022644
19,0.8076021075248718,0.4180608093738556,0.8153207898139954,0.3956705629825592
20,0.8179791569709778,0.3978961706161499,0.8184333443641663,0.3840199112892151
21,0.8261846899986267,0.3857516050338745,0.8229292631149292,0.38176852464675903
22,0.8292017579078674,0.3766905963420868,0.8308836221694946,0.3651065528392792
23,0.8344671130180359,0.36708754301071167,0.8291544318199158,0.36874234676361084
24,0.8384257555007935,0.35794076323509216,0.8395296335220337,0.35311174392700195
25,0.8444982767105103,0.3512590527534485,0.8402213454246521,0.3472837805747986
26,0.8432491421699524,0.349368691444397,0.8391838073730469,0.35118377208709717
27,0.8470540642738342,0.34395521879196167,0.8393567204475403,0.34602752327919006
28,0.8478804230690002,0.34061363339424133,0.8251772522926331,0.38100001215934753
29,0.8497251868247986,0.33408376574516296,0.8474839925765991,0.3389410972595215
30,0.8544332981109619,0.32818639278411865,0.8499048948287964,0.328154057264328
31,0.8518967032432556,0.32967785000801086,0.8526716232299805,0.32977452874183655
32,0.8489373326301575,0.3373831808567047,0.8493861556053162,0.3285490870475769
33,0.8569314479827881,0.32023829221725464,0.8514611721038818,0.3281876742839813
34,0.8584495782852173,0.3163192868232727,0.8552654385566711,0.3169158399105072
35,0.8590068817138672,0.3171224594116211,0.8531903624534607,0.3302830755710602
36,0.8589876890182495,0.3136272728443146,0.8564758896827698,0.31513577699661255
37,0.863042414188385,0.30769795179367065,0.856130063533783,0.31618356704711914
38,0.8638302683830261,0.30634984374046326,0.8554383516311646,0.3115699887275696
39,0.8638495206832886,0.30664342641830444,0.8582050800323486,0.30910709500312805
40,0.8661170601844788,0.3028271496295929,0.8595884442329407,0.30501821637153625
41,0.8646758198738098,0.30271461606025696,0.8580321669578552,0.30942222476005554
42,0.8679618835449219,0.2975638210773468,0.858377993106842,0.3062289357185364
43,0.8687689900398254,0.2963341176509857,0.8592426180839539,0.3039887547492981
44,0.8700180649757385,0.2941986620426178,0.8666781783103943,0.3057248592376709
45,0.8685768246650696,0.2949734926223755,0.862873911857605,0.30298087000846863
46,0.871017336845398,0.2921777665615082,0.8673698902130127,0.3037891685962677
47,0.87092125415802,0.2911638021469116,0.8668510913848877,0.29629072546958923
48,0.8738229870796204,0.2867473363876343,0.869271993637085,0.30219611525535583
49,0.8727468252182007,0.2856859564781189,0.8659865260124207,0.29609641432762146
