epoch,accuracy,loss,val_accuracy,val_loss
0,0.6391099095344543,0.6188786625862122,0.7169289588928223,0.5452755093574524
1,0.7357123494148254,0.5227745175361633,0.7378523349761963,0.5240931510925293
2,0.7549675107002258,0.4898699223995209,0.7819470763206482,0.4680028557777405
3,0.7774510979652405,0.4596272110939026,0.7866159677505493,0.43513360619544983
4,0.7721856832504272,0.4638572335243225,0.7845408916473389,0.43098941445350647
5,0.7928244471549988,0.4377913177013397,0.7990662455558777,0.41940996050834656
6,0.7983396649360657,0.42994317412376404,0.8068476319313049,0.4128997325897217
7,0.8037779927253723,0.42012542486190796,0.8066747188568115,0.41231903433799744
8,0.8053922057151794,0.41483551263809204,0.8061559796333313,0.4018169641494751
9,0.8080825805664062,0.40859007835388184,0.811516523361206,0.4168684780597687
10,0.8090434074401855,0.40716272592544556,0.803735077381134,0.40841639041900635
11,0.8125408291816711,0.3997949957847595,0.8175687193870544,0.39509421586990356
12,0.8157692551612854,0.39685043692588806,0.8203354477882385,0.39143791794776917
13,0.8159614205360413,0.3947150409221649,0.8168770670890808,0.3949178159236908
14,0.819497287273407,0.3893200755119324,0.7869617938995361,0.4328770637512207
15,0.817690908908844,0.39039146900177,0.8186062574386597,0.37798038125038147
16,0.8198239803314209,0.3862839639186859,0.8234480619430542,0.37378954887390137
17,0.8226103782653809,0.3816647231578827,0.8118623495101929,0.3883942663669586
18,0.8225911855697632,0.37945565581321716,0.8258689045906067,0.3734269142150879
19,0.8271647691726685,0.3748982846736908,0.8262147903442383,0.3722292482852936
20,0.8294323086738586,0.3705841302871704,0.8284627199172974,0.375032514333725
21,0.8298166990280151,0.36881768703460693,0.835552453994751,0.3622441589832306
22,0.8308543562889099,0.3680131733417511,0.8345149755477905,0.3608550429344177
23,0.8341596722602844,0.36323967576026917,0.8312294483184814,0.3603362441062927
24,0.8350628614425659,0.36319297552108765,0.8345149755477905,0.3561677038669586
25,0.8361966013908386,0.35904669761657715,0.8320940732955933,0.3584606349468231
26,0.8362542986869812,0.3581710755825043,0.8253501653671265,0.37539952993392944
27,0.8378492593765259,0.35887610912323,0.8336503505706787,0.353621244430542
28,0.8372727632522583,0.3557451367378235,0.831575334072113,0.3668122887611389
29,0.8387524485588074,0.3541538715362549,0.836071252822876,0.3486166298389435
30,0.839328944683075,0.3544987142086029,0.8357254266738892,0.35278838872909546
31,0.8405011892318726,0.35184815526008606,0.8405671715736389,0.34922927618026733
32,0.8407125473022461,0.3505241572856903,0.8383191823959351,0.3494932949542999
33,0.8406933546066284,0.3504743278026581,0.8312294483184814,0.35438069701194763
34,0.8420961499214172,0.349097341299057,0.8431609869003296,0.3445618450641632
35,0.8420577049255371,0.3484728932380676,0.8426422476768494,0.3458789885044098
36,0.8420961499214172,0.3487511873245239,0.8414317965507507,0.35215550661087036
37,0.8424036502838135,0.34761756658554077,0.8459277153015137,0.3431378901004791
38,0.8446327447891235,0.3459780216217041,0.8421234488487244,0.344388484954834
39,0.843210756778717,0.3464869558811188,0.8431609869003296,0.3476218283176422
40,0.8452284932136536,0.34494125843048096,0.8405671715736389,0.3468587398529053
41,0.8446711897850037,0.3461866080760956,0.8421234488487244,0.3451260030269623
42,0.8426726460456848,0.34540170431137085,0.8386650681495667,0.3450106084346771
43,0.8431723117828369,0.3450205624103546,0.8462735414505005,0.3424636721611023
