epoch,accuracy,loss,val_accuracy,val_loss
0,0.5434682369232178,0.6965867280960083,0.5510980486869812,0.6940999031066895
1,0.5635112524032593,0.6858089566230774,0.5301746726036072,0.6966891288757324
2,0.5503093600273132,0.6937347650527954,0.5287913084030151,0.7089324593544006
3,0.521311342716217,0.7020137906074524,0.5284454226493835,0.6989335417747498
4,0.5269994735717773,0.6991642713546753,0.5284454226493835,0.6980981826782227
5,0.5310734510421753,0.698077917098999,0.5284454226493835,0.6981605887413025
6,0.5294592380523682,0.6968169808387756,0.5284454226493835,0.6948166489601135
7,0.539567232131958,0.6940435171127319,0.5284454226493835,0.6968554258346558
8,0.5446596741676331,0.6932811737060547,0.5842987895011902,0.6827799081802368
9,0.559860110282898,0.6894869208335876,0.526024580001831,0.6978302597999573
10,0.5295745134353638,0.6975019574165344,0.5284454226493835,0.6961038112640381
11,0.5297859311103821,0.6966757774353027,0.5284454226493835,0.6960436701774597
12,0.5359929203987122,0.6947126388549805,0.5284454226493835,0.6947839856147766
13,0.5464468002319336,0.6920759081840515,0.5374373197555542,0.6920284628868103
14,0.5486183166503906,0.689326286315918,0.5284454226493835,0.6969716548919678
15,0.5266343951225281,0.6972450613975525,0.5284454226493835,0.6967073678970337
16,0.5302855372428894,0.6963323950767517,0.5284454226493835,0.6961129903793335
17,0.5320919156074524,0.6960874199867249,0.5284454226493835,0.6958978176116943
18,0.5307083129882812,0.6958074569702148,0.5284454226493835,0.6956408023834229
19,0.5323225259780884,0.6955079436302185,0.5284454226493835,0.696726381778717
20,0.5327068567276001,0.6951149106025696,0.5284454226493835,0.6956050395965576
21,0.5322072505950928,0.6952793002128601,0.5284454226493835,0.6959187984466553
22,0.5327837467193604,0.6947053670883179,0.5284454226493835,0.6954465508460999
23,0.5323033332824707,0.6945242881774902,0.5284454226493835,0.6949430108070374
24,0.5309581756591797,0.6944879293441772,0.5284454226493835,0.6944813132286072
25,0.5329182744026184,0.6940373778343201,0.5284454226493835,0.6941239237785339
26,0.5306506752967834,0.693959653377533,0.5284454226493835,0.6938307285308838
