,index,accuracy,val_accuracy,epoch,f1,recalls,precisions,test_accuracy
0,11.0,0.717,0.7295,11.0,0.7495,0.7496,0.7493,0.7494
1,12.0,0.7511,0.7703,12.0,0.7675,0.7678,0.7672,0.7676
2,25.0,0.7542,0.7617,25.0,0.7722,0.7724,0.772,0.7721
3,104.0,0.8306,0.8305,104.0,0.793,0.7932,0.7928,0.793
4,117.0,0.8394,0.845,117.0,0.8154,0.8156,0.8152,0.8154
