epoch,accuracy,loss,val_accuracy,val_loss
0,0.5785195231437683,0.6633098125457764,0.6731799840927124,0.5882328152656555
1,0.6800222992897034,0.5931999683380127,0.538301944732666,0.7731997966766357
2,0.6328836679458618,0.6153386235237122,0.7190039753913879,0.5490219593048096
3,0.7119028568267822,0.5563317537307739,0.7352585196495056,0.5233221054077148
4,0.7083285450935364,0.5637268424034119,0.7411378026008606,0.5173574090003967
5,0.7155156135559082,0.5654590725898743,0.6385958790779114,0.6088342666625977
6,0.6843652725219727,0.5834052562713623,0.7451149821281433,0.5231605768203735
7,0.7379030585289001,0.5334985852241516,0.7587757110595703,0.5015854835510254
8,0.729851245880127,0.5461229681968689,0.7255749702453613,0.5407859086990356
9,0.7458972334861755,0.5227983593940735,0.7632716298103333,0.5050991177558899
10,0.74801105260849,0.5209777355194092,0.7656925320625305,0.4980042278766632
11,0.7499135136604309,0.5144400000572205,0.7362960577011108,0.5220828056335449
12,0.7511433959007263,0.517001748085022,0.7703614234924316,0.49146804213523865
13,0.5687382221221924,0.7268598079681396,0.5538647770881653,0.6764888763427734
14,0.5517698526382446,0.6749314069747925,0.5830883383750916,0.6635416746139526
15,0.5687766671180725,0.6680144667625427,0.5917344093322754,0.6563906073570251
16,0.5787309408187866,0.6613425612449646,0.6173266768455505,0.6464148163795471
17,0.6052884459495544,0.6474740505218506,0.6467231512069702,0.6285074949264526
18,0.6236980557441711,0.6323332190513611,0.6605567932128906,0.6186234354972839
19,0.643395185470581,0.6180314421653748,0.6719695925712585,0.603469967842102
20,0.6555401682853699,0.6084134578704834,0.6897804141044617,0.5890507698059082
21,0.6626695990562439,0.6010140776634216,0.7075912356376648,0.581961452960968
22,0.6718552112579346,0.5955377221107483,0.7075912356376648,0.5776006579399109
23,0.6637649536132812,0.6005616188049316,0.7051703333854675,0.5748917460441589
24,0.6382835507392883,0.6121833920478821,0.6335811614990234,0.6114028096199036
25,0.6127061247825623,0.6164364814758301,0.6700674295425415,0.5917296409606934
26,0.6529266834259033,0.594042181968689,0.7037869691848755,0.5723500847816467
27,0.6752372980117798,0.584541916847229,0.7034411430358887,0.5669889450073242
28,0.6855759024620056,0.5806175470352173,0.7105308771133423,0.5639548897743225
29,0.6869211196899414,0.5788431763648987,0.7146809697151184,0.5637897849082947
30,0.6962411999702454,0.5776782631874084,0.7195227146148682,0.5621695518493652
31,0.7023521065711975,0.5779911875724792,0.7278228998184204,0.5538262128829956
32,0.6936661601066589,0.5795876979827881,0.7100120782852173,0.5610182285308838
33,0.6927245259284973,0.5899998545646667,0.7252291440963745,0.5573815107345581
34,0.6951650977134705,0.5776065587997437,0.7176206111907959,0.5599938631057739
35,0.6927245259284973,0.5747941136360168,0.7212519645690918,0.5559146404266357
36,0.7079249620437622,0.5672541856765747,0.7286875247955322,0.5618791580200195
37,0.7018332481384277,0.5765762329101562,0.721770703792572,0.5551474690437317
